PANTONE Uncoated
330	PANTONE 293 U	39.411	4.536	-51.406
331	PANTONE 294 U	36.987	-1.425	-33.178
332	PANTONE 295 U	33.914	-2.002	-24.600
333	PANTONE 296 U	33.133	-1.861	-13.064
334	PANTONE 2905 U	77.038	-12.474	-30.510
335	PANTONE 2915 U	68.083	-12.061	-40.268
336	PANTONE 2925 U	58.095	-8.006	-48.459
337	PANTONE 2935 U	39.784	2.217	-51.019
338	PANTONE 2945 U	36.803	-1.757	-38.101
339	PANTONE 2955 U	35.232	-4.385	-23.810
340	PANTONE 2965 U	32.936	-3.645	-15.814
341	PANTONE 297 U	76.707	-17.022	-31.453
342	PANTONE 298 U	68.942	-17.162	-39.964
343	PANTONE 299 U	56.746	-12.985	-49.196
344	PANTONE 300 U	43.082	-6.044	-51.988
345	PANTONE 301 U	38.723	-8.727	-36.358
346	PANTONE 302 U	36.099	-8.653	-21.359
347	PANTONE 303 U	34.406	-6.618	-14.158
348	PANTONE 2975 U	81.798	-18.492	-24.483
349	PANTONE 2985 U	69.369	-21.603	-39.478
350	PANTONE 2995 U	59.261	-18.474	-47.724
351	PANTONE 3005 U	45.798	-11.187	-51.714
352	PANTONE 3015 U	40.060	-13.113	-35.896
353	PANTONE 3025 U	36.204	-11.437	-20.479
354	PANTONE 3035 U	33.902	-8.252	-13.477
355	PANTONE 304 U	83.401	-20.711	-21.936
356	PANTONE 305 U	76.660	-25.489	-31.575
357	PANTONE 306 U	67.372	-27.426	-41.311
358	PANTONE Process Blue U	49.093	-19.606	-50.964
359	PANTONE 307 U	43.277	-19.019	-40.039
360	PANTONE 308 U	37.580	-15.769	-25.094
361	PANTONE 309 U	33.345	-9.486	-12.101
362	PANTONE 310 U	78.281	-27.124	-25.788
363	PANTONE 311 U	71.369	-31.310	-31.301
364	PANTONE 312 U	64.411	-32.894	-34.806
365	PANTONE 313 U	52.386	-33.018	-37.461
366	PANTONE 314 U	45.220	-28.596	-31.493
367	PANTONE 315 U	38.890	-20.581	-21.020
368	PANTONE 316 U	34.587	-10.903	-10.406
369	PANTONE 3105 U	76.592	-31.169	-24.101
370	PANTONE 3115 U	70.465	-34.892	-27.614
371	PANTONE 3125 U	62.945	-37.458	-29.946
372	PANTONE 3135 U	52.427	-38.761	-31.243
373	PANTONE 3145 U	43.448	-29.139	-23.031
374	PANTONE 3155 U	39.221	-22.101	-17.873
375	PANTONE 3165 U	35.842	-16.398	-13.425
376	PANTONE 317 U	88.482	-18.004	-11.683
377	PANTONE 318 U	80.025	-31.261	-18.097
378	PANTONE 319 U	74.148	-37.350	-20.386
379	PANTONE 320 U	56.217	-45.015	-22.504
380	PANTONE 321 U	47.261	-36.028	-18.322
381	PANTONE 322 U	41.353	-24.922	-13.476
382	PANTONE 323 U	37.726	-17.461	-10.031
383	PANTONE 324 U	81.903	-26.380	-11.631
384	PANTONE 325 U	71.503	-36.916	-11.528
385	PANTONE 326 U	61.950	-42.058	-9.733
386	PANTONE 327 U	50.597	-44.276	-6.196
387	PANTONE 328 U	44.921	-32.310	-7.135
388	PANTONE 329 U	41.619	-25.948	-6.768
389	PANTONE 330 U	37.944	-12.537	-5.055
390	PANTONE 3242 U	81.025	-35.671	-11.642
391	PANTONE 3252 U	75.638	-42.761	-12.069
392	PANTONE 3262 U	66.922	-50.141	-11.671
393	PANTONE 3272 U	57.619	-52.190	-11.434
394	PANTONE 3282 U	50.747	-37.132	-9.063
395	PANTONE 3292 U	41.600	-20.474	-5.954
396	PANTONE 3302 U	39.186	-13.163	-4.086
397	PANTONE 3245 U	81.886	-37.756	-7.906
398	PANTONE 3255 U	75.507	-47.356	-7.511
399	PANTONE 3265 U	68.874	-53.169	-6.508
400	PANTONE 3275 U	60.096	-55.970	-5.848
401	PANTONE 3285 U	52.949	-39.461	-5.013
402	PANTONE 3295 U	49.274	-30.825	-4.475
403	PANTONE 3305 U	41.200	-14.056	-2.401
404	PANTONE 3248 U	79.026	-32.047	-4.128
405	PANTONE 3258 U	72.424	-38.911	-2.942
406	PANTONE 3268 U	64.442	-43.616	-1.086
407	PANTONE 3278 U	57.149	-46.599	1.652
408	PANTONE 3288 U	50.542	-36.888	-0.374
409	PANTONE 3298 U	42.708	-24.375	-2.072
410	PANTONE 3308 U	38.823	-11.932	-2.181
411	PANTONE 331 U	86.691	-30.585	-1.678
412	PANTONE 332 U	83.569	-37.635	-1.475
413	PANTONE 333 U	74.851	-51.728	-1.095
414	PANTONE Green U	59.760	-59.783	0.883
415	PANTONE 334 U	53.079	-47.221	-0.183
416	PANTONE 335 U	46.882	-31.118	-1.139
417	PANTONE 336 U	43.477	-22.307	-1.313
418	PANTONE 337 U	79.243	-33.212	2.013
419	PANTONE 338 U	71.035	-41.182	3.854
420	PANTONE 339 U	62.157	-45.471	5.796
421	PANTONE 340 U	57.236	-45.565	6.619
422	PANTONE 341 U	45.683	-27.975	2.003
423	PANTONE 342 U	43.207	-21.574	0.802
424	PANTONE 343 U	39.824	-12.906	-1.329
425	PANTONE 3375 U	82.548	-41.953	5.731
426	PANTONE 3385 U	77.481	-50.497	8.545
427	PANTONE 3395 U	71.908	-55.974	12.217
428	PANTONE 3405 U	64.290	-60.196	13.507
429	PANTONE 3415 U	48.985	-31.926	4.792
430	PANTONE 3425 U	44.557	-22.721	3.419
431	PANTONE 3435 U	39.547	-13.990	1.812
432	PANTONE 344 U	81.877	-31.473	10.912
433	PANTONE 345 U	77.750	-37.131	12.686
434	PANTONE 346 U	70.236	-44.245	15.465
435	PANTONE 347 U	57.700	-48.374	17.211
436	PANTONE 348 U	49.308	-37.703	14.378
437	PANTONE 349 U	42.922	-23.167	8.465
438	PANTONE 350 U	38.952	-10.975	4.357
439	PANTONE 351 U	84.322	-39.405	17.161
440	PANTONE 352 U	81.109	-46.414	20.177
441	PANTONE 353 U	77.266	-51.985	22.831
442	PANTONE 354 U	60.041	-60.734	27.966
443	PANTONE 355 U	53.304	-48.217	22.229
444	PANTONE 356 U	46.109	-31.782	14.531
445	PANTONE 357 U	42.711	-14.895	7.265
446	PANTONE 358 U	80.506	-35.282	31.257
447	PANTONE 359 U	76.472	-39.390	32.821
448	PANTONE 360 U	69.553	-44.308	34.205
449	PANTONE 361 U	63.319	-46.200	35.805
450	PANTONE 362 U	54.179	-34.067	27.825
451	PANTONE 363 U	50.219	-27.744	23.691
452	PANTONE 364 U	46.339	-19.895	18.608
453	PANTONE 365 U	87.243	-24.945	36.601
454	PANTONE 366 U	83.925	-30.444	40.307
455	PANTONE 367 U	78.525	-36.820	43.257
456	PANTONE 368 U	67.226	-43.228	46.072
457	PANTONE 369 U	60.301	-35.441	38.887
458	PANTONE 370 U	52.462	-24.194	30.658
459	PANTONE 371 U	46.483	-10.642	18.229
460	PANTONE 372 U	91.651	-20.505	41.845
461	PANTONE 373 U	87.280	-31.214	53.854
462	PANTONE 374 U	84.062	-37.266	57.268
463	PANTONE 375 U	73.807	-47.096	61.273
464	PANTONE 376 U	62.704	-35.196	50.022
465	PANTONE 377 U	54.956	-20.563	36.631
466	PANTONE 378 U	47.353	-8.469	21.100
467	PANTONE 379 U	91.323	-15.934	55.570
468	PANTONE 380 U	87.881	-20.729	62.798
469	PANTONE 381 U	82.239	-27.269	66.569
470	PANTONE 382 U	74.968	-31.819	67.478
471	PANTONE 383 U	61.130	-16.601	48.053
472	PANTONE 384 U	55.166	-11.561	38.929
473	PANTONE 385 U	50.951	-4.953	24.665
474	PANTONE 386 U	93.772	-13.286	56.884
475	PANTONE 387 U	91.386	-17.862	68.239
476	PANTONE 388 U	89.126	-22.232	72.469
477	PANTONE 389 U	83.395	-29.245	80.813
478	PANTONE 390 U	66.320	-19.501	59.779
479	PANTONE 391 U	56.465	-9.428	41.045
480	PANTONE 392 U	51.561	-6.278	30.901
